id,genetic,length,mass,exercise,smoking,alcohol,sugar,lifespan
775,81,195,109,1,5,7,2,68
776,81,196,88,1,0,9,2,76
777,81,170,62,3,22,0,3,87
778,81,187,76,1,1,8,4,75
779,81,192,98,3,0,9,1,99
780,81,178,97,1,6,7,2,76
781,81,172,88,2,6,8,1,77
782,81,197,71,2,1,7,3,90
783,81,185,90,2,16,0,3,84
784,81,176,86,1,19,9,2,58
785,81,186,84,1,17,10,4,54
786,81,196,72,2,16,1,2,88
787,81,186,61,2,22,9,1,77
788,81,198,69,2,0,5,2,90
789,81,185,74,2,14,7,2,78
790,81,174,65,2,2,9,3,90
791,81,179,94,1,20,2,1,67
792,81,177,90,1,8,5,2,66
793,81,181,86,1,1,4,4,78
794,81,195,76,2,20,3,1,76
795,81,179,77,1,4,5,3,76
796,81,193,91,1,22,6,4,55
797,81,184,65,3,3,4,2,107
798,81,198,67,2,4,9,3,81
799,81,181,78,1,17,8,4,56
800,81,186,95,4,3,9,3,94
801,81,183,69,2,19,2,3,77
802,81,178,72,1,12,9,1,71
803,81,172,66,1,1,3,2,87
804,81,188,63,1,0,8,2,80
805,81,184,76,1,0,9,2,75
806,81,198,62,1,17,7,2,73
807,81,174,67,3,9,9,2,90
808,81,189,77,1,3,3,2,78
809,81,188,81,1,0,4,3,82
810,81,169,104,1,3,4,2,70
811,81,188,96,2,19,6,3,64
812,81,187,64,1,2,3,2,82
813,81,182,97,1,19,0,2,70
814,81,204,88,1,13,8,3,69
815,81,201,72,2,12,2,5,76
816,81,183,73,3,18,7,2,87
817,81,180,85,1,12,5,4,69
818,81,186,62,1,11,6,3,75
819,81,182,86,1,0,6,3,78
820,81,189,94,2,22,8,3,61
821,81,168,67,1,16,6,2,68
822,81,176,82,2,15,2,4,77
823,81,187,73,2,19,7,3,74
824,81,176,87,2,13,9,4,67
825,81,201,68,2,11,7,3,75
826,81,193,68,1,7,2,1,84
827,81,184,77,1,18,8,2,66
828,81,161,79,2,17,8,1,74
829,81,185,63,1,16,0,1,77
830,81,165,76,1,20,5,4,61
831,81,168,99,1,13,1,1,70
832,81,196,81,1,12,3,4,70
833,81,174,69,1,0,2,4,76
834,81,178,86,3,7,6,3,89
835,81,169,69,2,17,5,2,76
836,81,156,70,2,7,9,2,83
837,81,165,90,4,22,7,2,81
838,81,207,84,2,12,9,4,76
839,81,186,94,1,13,7,1,70
840,81,185,106,1,6,9,2,66
841,81,171,73,2,0,4,2,92
842,81,175,79,3,1,9,2,97
843,81,182,72,1,8,9,3,70
844,81,187,99,2,10,5,2,85
845,81,194,61,2,8,4,1,92
846,81,169,88,2,21,3,3,73
847,81,192,82,3,11,9,2,86
848,81,176,101,2,14,7,3,67
849,81,209,86,2,16,5,2,83
850,81,205,69,2,13,6,3,82
851,81,182,77,1,0,2,2,83
852,81,183,99,0,10,3,2,66
853,81,181,76,2,18,8,3,71
854,81,179,89,1,14,9,4,52
855,81,181,83,3,21,9,2,81
856,81,170,92,1,2,8,2,71
857,81,184,83,1,0,1,2,86
858,81,171,89,3,6,0,3,90
859,81,157,84,2,18,4,2,71
860,81,190,78,1,0,5,2,78
861,81,165,70,2,12,0,3,78
862,81,183,77,2,18,7,3,68
863,81,200,64,1,9,3,1,83
864,81,198,103,1,18,9,4,58
865,81,173,64,2,16,3,4,72
866,81,194,86,1,19,2,2,73
867,81,207,83,1,11,9,5,67
868,81,177,109,1,11,4,2,69
869,81,192,73,3,7,9,2,92
870,81,191,103,1,20,9,1,59
871,81,193,76,1,12,7,2,69
872,81,179,62,2,0,0,3,93
873,81,155,84,1,6,9,2,66
874,81,207,75,1,20,1,1,76
875,81,186,94,4,22,3,3,86
876,81,185,100,2,4,4,2,88
877,81,193,110,2,12,6,1,83
878,81,178,75,2,5,7,4,74
879,81,169,67,1,1,6,4,74
880,81,175,73,0,5,3,3,70
881,81,157,94,1,16,5,2,62
882,81,178,98,3,0,6,3,97
883,81,170,72,1,2,7,3,71
884,81,182,65,1,0,9,2,82
885,81,177,65,3,8,5,2,94
886,81,177,79,2,1,3,3,88
887,81,174,86,1,17,6,2,62
888,81,171,70,1,11,5,2,76
889,81,185,69,1,4,9,3,75
890,81,181,96,2,17,7,1,75
891,81,187,64,2,0,3,2,98
892,81,210,75,1,12,7,3,72
893,81,204,60,1,0,7,2,85
894,81,185,80,2,12,1,4,74
895,81,191,61,2,20,4,4,74
896,81,182,104,1,12,9,2,69
897,81,182,76,1,14,3,2,74
898,81,186,75,1,16,4,4,63
899,81,199,65,1,9,0,3,79
900,81,165,72,0,14,4,3,59
901,81,190,72,1,0,3,2,88
902,81,189,62,1,1,7,3,81
903,81,193,76,1,21,8,3,65
904,81,170,82,3,11,9,4,75
905,81,165,71,1,10,9,2,67
906,81,197,92,1,21,8,5,57
907,81,183,94,3,9,9,2,82
908,81,196,68,1,19,8,1,65
909,81,176,79,1,0,5,1,83
910,81,171,79,1,1,3,1,85
911,81,171,74,3,13,5,1,88
912,81,186,77,2,13,4,1,87
913,81,204,98,3,9,6,3,88
914,81,207,111,3,17,6,3,86
915,81,188,74,1,3,3,3,84
916,81,186,65,2,9,5,4,79
917,81,180,90,1,0,8,2,73
918,81,193,76,2,18,6,3,74
919,81,185,95,2,18,5,3,66
920,81,191,78,1,11,6,2,72
921,81,182,65,1,22,4,2,64
922,81,179,77,3,19,7,2,80
923,81,170,81,3,12,7,3,80
924,81,174,89,1,3,3,2,83
925,81,167,65,3,1,6,4,93
926,81,165,79,1,7,6,3,64
927,81,155,94,1,17,2,1,63
928,81,175,63,1,0,9,2,83
929,81,184,99,2,10,3,3,77
930,81,190,72,2,15,1,2,81
931,81,183,87,1,13,2,3,68
932,81,172,77,2,12,3,3,73
933,81,199,97,2,1,9,3,82
934,81,169,77,2,22,9,3,61
935,81,200,75,1,9,9,2,72
936,81,178,84,3,20,7,2,82
937,81,198,65,2,17,3,2,86
938,81,185,74,1,7,6,3,70
939,81,169,71,3,8,8,1,92
940,81,193,85,1,3,8,5,69
941,81,173,93,2,12,9,3,74
942,81,180,63,1,16,6,3,71
943,81,198,64,1,19,8,2,69
944,81,194,85,1,5,5,3,78
945,81,194,91,3,0,8,1,101
946,81,191,73,2,16,2,3,78
947,81,177,69,1,1,9,2,74
948,81,199,82,1,12,4,4,72
949,81,172,71,2,6,10,2,81
950,81,180,74,2,10,10,2,83
951,81,191,79,1,0,8,1,82
952,81,201,69,3,19,7,3,83
953,81,162,64,3,0,4,3,94
954,81,183,63,3,5,5,3,102
955,81,190,76,3,0,9,2,96
956,81,186,71,3,10,1,2,98
957,81,184,79,2,21,6,3,68
958,81,167,82,1,12,6,3,67
959,81,193,74,3,2,1,2,102
960,81,173,97,3,0,7,2,97
961,81,177,87,1,20,3,1,70
962,81,177,80,1,17,2,2,66
963,81,196,82,1,11,3,2,76
964,81,189,79,2,8,7,1,82
965,81,184,84,2,0,9,3,85
966,81,188,79,1,0,3,3,86
967,81,166,92,2,7,0,4,81
968,81,180,68,1,17,9,1,65
969,81,169,79,1,16,9,3,64
970,81,169,99,3,1,7,3,84
971,81,196,96,1,17,10,3,64
972,81,173,65,2,0,8,2,84
973,81,191,92,3,15,9,2,81
974,81,175,64,2,14,4,1,87
975,81,191,70,1,19,1,3,71
976,81,180,74,0,0,2,4,71
977,81,177,68,1,10,5,2,70
978,81,198,85,1,15,10,4,58
979,81,171,89,1,11,6,2,67
980,81,169,85,1,3,8,3,69
981,81,160,85,2,6,9,3,78
982,81,179,83,1,21,6,1,63
983,81,180,86,0,18,2,2,59
984,81,204,67,1,8,8,4,72
985,81,171,79,1,22,2,4,58
986,81,184,84,2,0,5,1,88
987,81,164,80,3,22,6,4,75
988,81,167,98,1,21,5,3,49
989,81,174,98,1,8,7,2,63
990,81,189,76,2,6,8,2,80
991,81,187,71,1,3,4,2,85
992,81,200,100,2,11,7,2,80
993,81,175,61,3,15,4,1,97
994,81,169,79,1,0,6,2,80
995,81,168,104,2,5,7,4,66
996,81,191,86,1,16,6,3,65
997,81,171,87,1,8,9,2,64
998,81,183,98,2,19,1,3,72
999,81,198,98,2,0,3,3,85
1000,81,186,80,2,4,7,2,89
1001,81,195,81,2,17,5,4,75
1002,81,194,87,2,9,9,3,80
1003,81,177,92,1,19,1,2,63
1004,81,191,72,3,9,5,3,96
1005,81,203,80,1,11,4,3,74
1006,81,174,83,1,2,9,2,74
1007,81,173,91,2,20,8,2,65
1008,81,167,67,1,21,7,3,60
1009,81,187,89,1,2,8,2,76
1010,81,168,75,3,0,7,3,95
1011,81,178,73,1,0,8,3,76
1012,81,193,61,2,14,6,1,84
1013,81,195,89,1,9,4,3,73
1014,81,185,73,3,0,4,2,98
1015,81,155,86,1,7,9,2,65
1016,81,165,83,1,13,5,2,69
1017,81,178,78,1,7,4,2,79
1018,81,168,77,1,14,5,1,74
1019,81,188,112,1,20,6,2,53
1020,81,193,61,1,19,9,2,69
1021,81,170,85,1,2,6,3,74
1022,81,203,76,3,3,0,3,97
1023,81,208,79,1,13,4,3,72
1024,81,185,69,3,1,2,2,104
1025,81,194,89,1,14,1,3,67
1026,81,192,78,1,4,7,4,68
1027,81,177,96,1,17,7,3,59
1028,81,176,71,1,12,5,4,64
1029,81,194,71,1,8,8,3,71
1030,81,171,78,3,17,6,1,82
1031,81,178,82,1,1,6,2,78
1032,81,185,93,2,15,7,1,79
1033,81,173,109,1,1,9,5,56
1034,81,199,86,1,5,5,4,72
1035,81,197,78,1,7,2,3,74
1036,81,202,93,2,3,3,2,93
1037,81,209,78,3,3,1,2,102
1038,81,214,82,1,14,9,3,65
1039,81,210,72,2,2,1,2,97
1040,81,174,62,2,8,8,1,81
1041,81,204,62,1,8,5,3,80
1042,81,176,68,3,15,2,2,93
1043,81,173,99,0,0,6,1,67
1044,81,186,100,3,16,2,1,87
1045,81,187,84,2,0,7,4,86
1046,81,165,67,1,18,2,2,68
1047,81,176,73,1,8,7,3,67
1048,81,202,89,2,0,9,3,81
1049,81,187,66,0,9,9,2,66
1050,81,206,67,1,10,3,2,83
1051,81,181,70,3,6,7,1,99
1052,81,183,101,0,2,7,1,67
1053,81,179,66,3,15,0,1,96
1054,81,176,77,3,0,7,3,99
1055,81,212,79,2,13,9,3,77
1056,81,180,100,1,4,0,3,78
1057,81,208,105,2,0,8,1,89
1058,81,192,89,1,21,10,2,63
1059,81,197,110,1,1,4,3,79
1060,81,201,79,1,14,1,2,78
1061,81,182,77,3,11,3,2,91
1062,81,182,65,1,9,5,2,78
1063,81,159,85,1,12,7,3,62
1064,81,200,78,2,13,5,1,89
1065,81,182,78,2,21,8,3,74
1066,81,179,91,3,15,6,2,79
1067,81,203,61,2,7,6,1,94
1068,81,173,67,2,6,4,1,88
1069,81,182,74,2,16,3,3,79
1070,81,181,94,1,4,2,3,73
1071,81,207,69,1,12,7,2,77
1072,81,193,70,1,20,9,2,66
1073,81,179,72,1,15,7,2,64
1074,81,200,67,1,12,5,1,83
1075,81,189,81,3,17,8,2,87
1076,81,161,82,3,14,3,3,78
1077,81,175,88,0,0,4,3,71
1078,81,189,71,2,4,7,3,86
1079,81,194,80,2,0,4,3,86
1080,81,163,71,1,22,7,1,61
1081,81,161,72,1,2,7,2,72
1082,81,170,69,3,9,9,2,87
1083,81,179,95,2,16,9,2,74
1084,81,165,69,1,13,0,3,73
1085,81,166,72,3,20,7,3,75
1086,81,167,61,2,9,4,3,79
1087,81,175,67,1,14,7,2,71
1088,81,180,75,1,1,7,2,79
1089,81,183,90,1,17,10,3,53
1090,81,201,79,0,11,6,3,63
1091,81,177,96,3,8,9,4,85
1092,81,185,88,2,19,3,3,75
1093,81,171,87,2,20,7,2,71
1094,81,171,95,2,17,8,3,66
1095,81,155,60,2,12,9,1,74
1096,81,176,87,1,0,4,2,78
1097,81,157,60,2,19,5,2,80
1098,81,182,75,1,20,4,3,64
1099,81,197,69,1,21,6,4,61
1100,81,185,104,2,1,4,3,87
1101,81,196,91,2,20,7,3,68
1102,81,182,71,3,2,7,1,100
1103,81,206,61,2,0,9,1,96
1104,81,180,68,3,17,8,2,86
1105,81,193,79,4,8,8,2,100
1106,81,192,100,3,12,6,2,86
1107,81,180,76,1,9,8,2,70
1108,81,201,69,1,5,1,5,71
1109,81,175,73,3,13,4,3,91
1110,81,183,64,1,0,5,2,84
1111,81,198,65,1,12,6,3,73
1112,81,200,98,2,3,5,1,87
1113,81,192,78,1,7,0,2,81
1114,81,177,61,1,1,5,2,85
1115,81,195,72,3,1,7,2,106
1116,81,207,63,1,17,0,2,74
1117,81,178,89,2,4,7,4,74
1118,81,193,73,2,9,9,5,72
1119,81,175,84,2,8,5,2,83
1120,81,192,76,2,5,9,1,90
1121,81,198,67,1,21,7,2,68
1122,81,187,93,3,22,5,1,89
1123,81,193,71,1,6,3,1,83
1124,81,181,80,2,3,4,3,82
1125,81,175,60,0,13,3,3,64
1126,81,176,87,2,18,7,1,77
1127,81,178,106,2,0,9,4,74
1128,81,205,77,0,8,7,3,67
1129,81,185,73,2,5,9,3,77
1130,81,193,94,3,14,3,3,84
1131,81,208,79,2,22,2,3,74
1132,81,166,85,3,3,6,4,88
1133,81,181,69,1,7,5,2,73
1134,81,194,95,1,0,1,1,86
1135,81,176,94,3,2,3,2,96
1136,81,191,102,2,4,9,2,81
1137,81,175,61,1,8,6,4,72
1138,81,187,83,2,2,7,3,84
1139,81,188,87,1,14,7,1,73
1140,81,169,76,2,15,4,1,75
1141,81,180,97,2,21,7,3,68
1142,81,181,101,1,21,8,2,59
1143,81,188,93,1,12,4,2,69
1144,81,196,74,2,17,7,4,77
1145,81,165,76,2,17,7,1,75
1146,81,192,82,1,8,5,3,69
1147,81,199,75,1,8,9,2,78
1148,81,200,74,1,4,1,3,81
1149,81,177,98,2,13,2,2,72
1150,81,173,94,1,1,8,1,76
1151,81,179,86,2,10,1,4,74
1152,81,206,90,1,21,8,2,64
1153,81,183,102,2,13,5,1,84
1154,81,196,61,3,13,6,1,95
1155,81,195,64,2,5,0,2,94
1156,81,200,91,1,0,5,2,81
1157,81,194,70,2,5,7,2,84
1158,81,195,73,3,0,9,2,95
1159,81,177,74,1,18,6,2,70
1160,81,198,86,0,18,8,3,55
1161,81,170,67,1,6,2,2,75
1162,81,193,88,1,8,7,3,72
1163,81,181,82,1,21,6,3,65
1164,81,196,88,3,7,7,4,88
1165,81,180,61,3,0,7,3,96
1166,81,209,80,1,1,2,2,86
1167,81,202,66,3,19,8,3,80
1168,81,192,90,2,15,4,2,77
1169,81,170,92,1,0,8,4,70
1170,81,208,111,1,0,7,1,83
1171,81,188,97,1,19,7,1,63
1172,81,199,82,1,13,7,3,70
1173,81,169,74,3,1,9,1,97
1174,81,196,94,1,15,8,1,67
1175,81,190,67,1,21,7,1,66
1176,81,176,89,1,21,8,4,51
1177,81,196,87,1,1,3,2,84
1178,81,171,96,2,8,2,2,83
1179,81,189,86,1,5,7,2,73
1180,81,170,93,1,14,6,2,65
1181,81,179,81,3,20,5,3,77
1182,81,178,78,2,22,7,1,75
1183,81,193,75,1,20,7,2,62
1184,81,180,96,1,10,6,3,65
1185,81,188,67,2,16,4,3,75
1186,81,178,88,2,12,5,1,80
1187,81,188,80,2,1,8,1,87
1188,81,175,65,0,8,8,1,71
1189,81,160,101,2,3,7,3,73
1190,81,207,77,1,17,7,4,67
1191,81,169,73,1,19,3,3,63
1192,81,179,85,1,13,9,4,60
1193,81,169,62,1,1,9,2,74
1194,81,190,76,1,18,9,2,64
1195,81,183,66,2,11,8,1,81
1196,81,190,92,1,3,9,2,76
1197,81,184,91,1,16,1,2,71
1198,81,194,66,1,17,4,4,72
1199,81,154,84,2,2,6,2,79
1200,81,175,96,2,15,5,1,78
1201,81,174,75,1,16,9,3,61
1202,81,159,85,2,10,9,4,63
1203,81,192,93,1,17,2,3,67
1204,81,185,81,3,0,4,1,101
1205,81,185,87,1,7,7,2,74
1206,81,182,72,3,2,8,2,98
1207,81,193,68,1,0,8,2,80
1208,81,186,95,1,20,7,2,62
1209,81,188,61,2,15,9,1,84
1210,81,199,64,1,21,6,3,60
1211,81,197,61,1,8,2,2,80
1212,81,159,72,1,14,3,1,74
1213,81,177,75,3,20,8,2,83
1214,81,178,80,1,5,9,3,70
1215,81,178,102,3,21,4,1,77
1216,81,207,99,1,13,2,1,78
1217,81,193,60,1,6,9,2,79
1218,81,185,61,1,17,9,2,64
1219,81,175,73,1,7,7,2,75
1220,81,179,63,2,14,8,4,69
1221,81,177,70,1,5,9,3,76
1222,81,188,88,2,16,9,3,72
1223,81,177,72,1,21,9,2,64
1224,81,213,65,3,22,6,1,86
1225,81,165,67,2,2,8,4,81
1226,81,184,89,2,12,9,2,78
1227,81,183,69,1,4,8,2,79
1228,81,174,73,1,7,7,2,76
1229,81,172,107,1,11,8,2,58
1230,81,185,85,2,10,6,5,72
1231,81,161,63,1,6,4,2,78
1232,81,178,71,2,9,8,4,74
1233,81,205,67,2,0,9,3,94
1234,81,193,80,1,15,2,2,78
1235,81,188,67,1,0,6,3,78
1236,81,175,96,0,0,6,4,63
1237,81,172,92,1,1,6,3,72
1238,81,171,85,3,0,6,2,94
1239,81,211,74,4,15,4,1,103
1240,81,192,87,2,4,5,2,87
1241,81,194,86,1,0,0,2,87
1242,81,186,82,1,3,5,2,77
1243,81,187,71,1,13,5,3,73
1244,81,210,74,1,18,7,1,74
1245,81,190,65,1,9,6,3,72
1246,81,165,92,1,6,3,3,65
1247,81,188,110,1,18,2,1,67
1248,81,163,90,2,13,1,3,75
1249,81,183,72,2,1,8,3,88
1250,81,185,75,2,16,6,2,81
1251,81,175,91,2,7,8,3,77
1252,81,210,96,1,5,3,1,88
1253,81,190,76,1,20,3,4,66
1254,81,169,71,3,9,5,4,88
1255,81,184,78,1,2,6,4,73
1256,81,188,63,2,20,4,3,75
1257,81,205,99,1,7,6,2,79
1258,81,198,73,3,9,8,2,90
1259,81,172,76,2,0,3,1,95
1260,81,170,83,1,10,6,4,61
1261,81,172,80,1,1,4,3,80
1262,81,197,71,1,20,9,2,61
1263,81,175,64,1,17,8,3,67
1264,81,196,95,1,1,6,4,73
1265,81,195,61,2,10,8,3,82
1266,81,188,78,3,0,3,2,99
1267,81,192,81,2,18,6,3,77
1268,81,199,74,1,11,8,2,68
1269,81,172,67,2,15,5,1,83
1270,81,174,76,2,0,2,1,92
1271,81,190,64,0,13,3,2,69
1272,81,189,98,2,9,1,3,79
1273,81,179,81,1,17,1,3,70
1274,81,167,82,1,22,6,2,63
1275,81,176,86,1,17,6,1,67
1276,81,192,87,2,3,4,2,91
1277,81,181,79,1,12,3,3,65
1278,81,174,75,1,21,9,3,57
1279,81,188,89,2,2,5,3,82
1280,81,184,93,1,13,6,2,69
1281,81,182,96,3,7,1,2,92
1282,81,185,72,1,1,3,4,79
1283,81,179,66,1,13,6,3,72
1284,81,184,62,1,3,7,3,80
1285,81,185,62,1,22,9,3,62
1286,81,185,70,2,1,8,1,88
1287,81,193,77,1,17,6,2,67
1288,81,185,93,0,11,3,3,61
1289,81,201,83,0,19,9,3,53
1290,81,176,65,1,8,6,3,74
1291,81,199,60,3,1,9,1,105
1292,81,196,95,2,13,2,2,82
1293,81,203,100,1,0,4,1,87
1294,81,175,92,2,17,8,4,64
1295,81,160,73,2,10,2,3,81
1296,81,194,91,1,7,7,2,75
1297,81,165,65,2,15,9,3,72
1298,81,178,97,2,17,4,1,80
1299,81,203,82,3,19,7,3,82
1300,81,197,72,0,0,3,4,73
1301,81,193,75,1,16,6,4,67
1302,81,173,81,2,19,2,2,71
1303,81,199,102,1,0,0,4,82
1304,81,172,61,3,7,7,1,97
1305,81,182,73,1,12,6,2,72
1306,81,188,90,4,16,8,3,86
1307,81,184,68,1,6,9,3,74
1308,81,180,68,1,0,0,2,90
1309,81,188,77,1,18,9,2,60
1310,81,183,93,3,5,9,2,92
1311,81,173,71,2,2,9,2,83
1312,81,202,94,1,19,9,3,57
1313,81,178,76,3,1,5,2,104
1314,81,190,82,1,1,5,2,84
1315,81,176,73,2,8,7,3,79
1316,81,210,79,2,16,5,2,79
1317,81,194,73,2,13,6,2,80
1318,81,204,82,1,19,2,3,65
1319,81,186,88,1,12,3,2,73
1320,81,178,75,1,0,0,1,91
1321,81,174,63,1,10,3,4,70
1322,81,197,70,1,19,6,2,69
1323,81,172,71,1,10,9,3,68
1324,81,189,64,1,11,9,1,78
1325,81,193,70,1,6,6,1,81
1326,81,184,68,1,1,8,2,78
1327,81,193,82,1,3,6,3,72
1328,81,195,101,1,19,9,2,63
1329,81,175,80,1,12,7,2,74
1330,81,185,91,1,14,6,2,69
1331,81,212,73,2,19,2,2,84
1332,81,181,72,1,0,7,3,76
1333,81,172,79,2,1,9,3,78
1334,81,183,77,1,10,9,3,70
1335,81,206,95,1,20,3,2,69
1336,81,175,77,1,12,9,1,72
1337,81,171,77,2,19,7,2,75
1338,81,196,62,1,12,7,2,78
1339,81,180,96,2,10,5,3,73
1340,81,188,88,2,15,3,3,78
1341,81,208,101,1,5,7,3,71
1342,81,192,60,1,14,7,3,71
1343,81,169,83,3,3,9,4,85
1344,81,184,64,1,10,7,2,72
1345,81,155,81,2,15,7,1,77
1346,81,201,90,3,18,7,2,89
1347,81,185,73,2,8,7,1,90
1348,81,164,77,1,19,9,2,59
1349,81,159,95,2,6,7,4,68
1350,81,196,76,3,13,8,2,88
1351,81,185,84,3,6,6,2,92
1352,81,190,91,2,10,8,2,76
1353,81,193,68,1,3,3,5,77
1354,81,194,61,2,1,7,3,93
1355,81,172,73,1,15,9,4,59
1356,81,186,105,1,13,5,2,66
1357,81,181,90,2,1,4,4,88
1358,81,186,66,1,1,7,4,73
1359,81,183,78,2,3,9,3,87
1360,81,176,91,1,5,7,3,67
1361,81,161,84,0,0,9,3,64
1362,81,181,66,1,21,3,3,63
1363,81,185,93,1,0,5,3,77
1364,81,171,72,2,0,7,4,79
1365,81,188,79,1,20,4,3,64
1366,81,178,62,1,6,6,4,77
1367,81,192,70,2,8,3,3,86
1368,81,192,66,1,3,1,3,81
1369,81,191,89,2,7,6,3,81
1370,81,190,75,2,13,7,2,77
1371,81,164,85,1,21,3,3,59
1372,81,189,81,1,5,9,1,78
1373,81,174,87,1,18,6,2,67
1374,81,195,69,1,14,6,1,72
1375,81,198,104,2,8,10,3,70
1376,81,179,83,1,19,6,1,68
1377,81,189,89,1,11,6,4,68
1378,81,168,68,2,1,3,3,92
1379,81,191,63,1,22,2,3,65
1380,81,173,94,3,4,1,1,97
1381,81,162,85,3,14,0,3,80
1382,81,194,83,1,2,1,2,85
1383,81,188,89,0,4,7,2,69
1384,81,189,85,1,10,6,3,73
1385,81,195,75,0,15,5,1,67
1386,81,176,79,2,6,0,3,85
1387,81,181,97,1,6,4,2,75
1388,81,175,95,1,7,4,3,69
1389,81,185,79,1,22,1,2,70
1390,81,196,80,1,7,8,1,78
1391,81,186,83,1,5,3,1,83
1392,81,186,71,2,18,10,2,74
1393,81,176,63,1,13,9,1,74
1394,81,158,99,2,20,8,2,59
1395,81,157,82,2,16,8,4,67
1396,81,194,92,0,10,6,4,57
1397,81,168,71,3,1,9,2,93
1398,81,170,84,2,3,6,3,83
1399,81,188,62,1,2,9,2,76
1400,81,160,61,0,6,2,3,67
1401,81,186,85,1,11,7,2,69
1402,81,184,68,2,1,5,3,87
1403,81,164,75,2,2,5,2,89
1404,81,173,88,1,18,8,2,65
1405,81,188,76,2,6,7,4,76
1406,81,187,60,2,0,2,5,89
1407,81,213,77,1,7,1,2,82
1408,81,161,77,1,3,3,3,71
1409,81,199,67,1,10,2,1,83
1410,81,176,73,4,20,7,1,91
1411,81,174,88,1,18,6,2,62
1412,81,174,90,1,16,6,1,65
1413,81,170,102,2,20,8,2,62
1414,81,174,80,1,7,4,3,73
1415,81,169,77,1,1,6,2,74
1416,81,168,102,1,14,0,1,73
1417,81,183,111,1,6,8,2,69
1418,81,208,69,3,3,5,3,104
1419,81,169,92,2,1,6,2,83
1420,81,172,61,1,16,6,2,64
1421,81,181,73,2,0,2,2,92
1422,81,188,91,,0,10,4,65
1423,81,164,79,1,8,8,2,68
1424,81,160,77,1,7,5,1,75
1425,81,192,83,2,21,6,4,63
1426,81,167,100,2,12,8,3,75
1427,81,181,78,3,7,8,3,87
1428,81,210,67,2,16,7,3,75
1429,81,200,83,2,0,8,2,88
1430,81,196,78,1,9,7,4,72
1431,81,185,97,2,0,4,3,84
1432,81,193,65,2,20,2,3,79
1433,81,191,90,3,14,6,1,89
1434,81,202,77,1,2,9,3,73
1435,81,196,81,3,0,1,1,105
1436,81,181,60,1,19,9,1,69
1437,81,179,69,2,21,2,1,79
1438,81,182,83,2,16,8,2,72
1439,81,174,64,1,0,2,3,81
1440,81,186,90,1,9,10,2,68
1441,81,179,95,2,0,9,4,76
1442,81,192,86,2,5,9,1,83
1443,81,190,89,2,3,1,3,86
1444,81,193,83,1,5,4,2,77
1445,81,160,66,0,3,2,4,68
1446,81,174,70,1,11,2,4,69
1447,81,164,102,1,15,8,2,60
1448,81,183,72,1,21,8,2,64
1449,81,193,78,2,2,9,2,86
1450,81,202,80,3,22,6,1,83
1451,81,199,84,3,0,4,2,106
1452,81,196,86,0,7,6,1,72
1453,81,165,100,1,11,1,3,61
1454,81,173,104,2,1,7,3,78
1455,81,191,84,3,15,2,3,90
1456,81,194,64,3,18,8,2,86
1457,81,172,60,1,7,1,4,70
1458,81,183,87,3,21,7,4,73
1459,81,191,73,1,2,9,1,81
1460,81,165,93,0,18,6,3,49
1461,81,174,61,2,13,6,3,77
1462,81,173,69,1,12,5,5,61
1463,81,205,67,3,1,9,4,99
1464,81,179,90,1,13,7,2,70
1465,81,155,98,2,4,9,2,78
1466,81,198,105,2,4,9,1,83
1467,81,187,68,4,22,9,4,81
1468,81,175,74,3,7,9,3,84
1469,81,194,80,1,2,5,3,77
1470,81,162,74,2,7,7,2,84
1471,81,213,97,3,3,5,2,101
1472,81,205,102,1,16,8,2,64
1473,81,173,92,2,3,6,2,79
1474,81,165,69,2,8,3,2,91
1475,81,184,104,1,19,6,2,58
1476,81,163,77,1,12,9,2,60
1477,81,182,61,1,5,9,3,77
1478,81,179,68,1,22,7,3,61
1479,81,193,72,2,11,7,4,73
1480,81,192,80,0,4,9,2,69
1481,81,191,85,1,0,6,3,78
1482,81,191,81,1,3,7,2,79
1483,81,176,86,1,13,1,2,76
1484,81,186,80,3,6,5,3,90
1485,81,197,62,2,7,9,2,90
1486,81,191,87,1,4,3,3,75
1487,81,161,74,2,5,7,1,84
1488,81,180,99,1,4,9,2,68
1489,81,177,82,2,2,5,3,81
1490,81,180,100,2,10,8,2,73
1491,81,197,87,3,17,8,2,81
1492,81,173,89,1,5,8,2,74
1493,81,200,96,2,17,8,2,76
1494,81,193,80,1,15,1,3,67
1495,81,175,85,1,21,9,4,48
1496,81,183,72,2,1,4,2,87
1497,81,165,92,1,0,6,2,76
1498,81,194,79,1,1,2,4,77
1499,81,190,61,1,0,8,2,81
1500,81,200,91,1,1,2,4,78
1501,81,194,79,1,20,4,2,61
1502,81,183,94,1,0,7,2,73
1503,81,161,78,2,12,9,2,75
1504,81,208,61,1,19,8,1,74
1505,81,192,87,1,22,9,5,48
1506,81,197,68,0,20,8,2,57
1507,81,172,66,3,6,4,2,98
1508,81,181,103,1,3,9,2,72
1509,81,159,84,1,2,6,2,71
1510,81,194,84,3,2,7,4,97
1511,81,177,93,1,0,6,2,78
1512,81,180,62,1,21,2,2,70
1513,81,184,62,3,22,9,5,73
1514,81,184,84,2,19,8,3,68
1515,81,185,89,1,15,7,1,72
1516,81,173,71,1,5,7,4,71
1517,81,177,86,2,17,7,1,74
1518,81,178,99,1,0,1,1,85
1519,81,156,110,1,8,9,3,58
1520,81,168,80,2,18,5,3,67
1521,81,188,70,1,15,3,4,68
